tok1,tok2,tok3,tok4,tok5,target
2005,1996,2051,2000,2272,1012
1012,2023,2017,2089,2113,102
102,101,1998,2061,8116,1010
1010,1045,2572,2404,2000,2712
2712,102,101,2007,2014,3183
3183,2182,1045,3685,2907,2006
2006,5370,1025,102,101,1998
1998,2087,6728,6442,9816,2000
2000,2256,2342,1045,2031,102
102,101,1037,6258,12271,3435
3435,2011,1010,2021,2025,4810
4810,102,101,2005,2023,2640
2640,1012,2054,2607,1045,2812
2812,2000,2907,102,101,4618
4618,2498,5770,2115,3716,1010
1010,4496,102,101,5142,2033
2033,1996,7316,1012,102,101
101,102,101,11503,10486,1024
1024,102,101,1051,2026,2935
2935,999,102,101,1045,2052
2052,2115,4382,2020,6082,2005
2005,6040,1010,102,101,2030
2030,6428,2005,2115,2342,1012
1012,102,101,102,101,13109
13109,10050,12638,1024,102,101
101,5292,8024,1010,2566,23194
23194,2050,102,101,1045,1005
1005,2222,2963,2017,2011,1998
1998,2011,1012,102,101,102
102,101,11503,10486,1024,102
102,101,2002,1005,1055,20868
20868,28578,21818,3085,1010,102
102,101,10395,2005,3462,1012
1012,2085,2020,1045,3407,1010
1010,2065,102,101,2010,2183
2183,1045,2071,4853,2000,3710
3710,2026,2735,1010,102,101
101,3828,2032,2013,5473,1010
1010,2079,2032,2293,1998,6225
6225,1010,102,101,5309,1996
1996,4356,2153,1997,6203,14387
14387,27861,102,101,1998,2008
2008,12511,2332,1010,2026,3040
3040,1010,3183,102,101,1045
1045,2061,2172,21810,2000,2156
2156,1012,102,101,102,101
101,13109,10050,12638,1024,102
102,101,2085,1010,2204,11503
11503,10486,1025,102,101,1045
1045,2572,2061,25312,18533,2007
2007,8025,2449,2008,102,101
101,1045,2681,2041,5103,1012
1012,102,101,102,101,11503
11503,10486,1024,102,101,2909
2909,1010,1045,2228,102,101
101,2017,2031,2657,1997,2026
2026,3532,2578,1010,1045,1005
1005,1996,2293,102,101,2008
2008,1045,2031,15356,2115,2269
2269,1029,102,101,102,101
101,13109,10050,12638,1024,102
102,101,2200,2053,6321,102
102,101,2031,2017,10849,1024
1024,2009,2003,2026,2269,1005
1005,1055,2189,102,101,2000
2000,3713,2115,15616,1010,2025
2025,2210,1997,2010,2729,102
102,101,2000,2031,2068,28667
28667,25377,16700,2094,2004,2245
2245,2006,1012,102,101,102
102,101,11503,10486,1024,102
102,101,2092,1010,2026,2935
2935,1010,102,101,2065,2017
2017,2089,3531,2000,2228,1045
1045,2293,1996,2332,102,101
101,1998,2083,2032,2054,2003
2003,7205,2000,2032,1010,2029
2029,2003,102,101,2115,24665
24665,20113,2969,1010,9979,2021
2021,2026,3257,1024,102,101
101,2065,2115,2062,29211,3560
3560,1998,3876,2622,102,101
101,2089,9015,26014,1010,2006
2006,3067,6225,1010,102,101
101,1045,1005,2222,2391,2017
2017,2073,2017,4618,2031,2107
2107,4909,102,101,2004,4618
4618,2468,2115,17114,1025,2073
2073,2017,2089,102,101,5959
5959,2115,10414,1010,2013,1996
1996,3183,1010,1045,2156,1010
1010,102,101,2045,1005,1055
1055,2053,4487,2015,19792,7542
7542,2000,2022,2081,1010,2021
2021,2011,1011,1011,102,101
101,2004,17223,18921,18940,2094
2094,999,1011,1011,2115,10083
10083,1025,5914,2014,1010,102
102,101,1998,1010,2007,2026
2026,2190,26911,2015,1999,2115
2115,6438,1010,102,101,2115
2115,27648,2075,2269,29453,2000
2000,7515,102,101,1998,3288
3288,2032,2039,2000,16663,1012
1012,102,101,102,101,13109
13109,10050,12638,1024,102,101
101,2129,1010,11503,10486,1010
1010,102,101,2089,2023,1010
1010,2471,1037,9727,1010,2022
2022,2589,1029,102,101,2008
2008,1045,2089,2655,14992,2242
2242,2062,2084,2158,102,101
101,1998,2044,2008,3404,2000
2000,14992,1012,102,101,102
102,101,11503,10486,1024,102
102,101,2031,2017,2245,2006
2006,102,101,1037,2173,2073
2073,3406,2017,1005,2222,2175
2175,1029,102,101,102,101
101,13109,10050,12638,1024,102
102,101,2025,2151,2664,1024
1024,102,101,2021,2004,1996
1996,4895,2705,10593,2102,1011
1011,2006,4926,2003,5905,102
102,101,2000,2054,2057,13544
13544,2079,1010,2061,2057,11268
11268,7971,102,101,9731,2000
2000,2022,1996,7179,1997,3382
3382,1998,10029,102,101,1997
1997,2296,3612,2008,13783,1012
1012,102,101,102,101,11503
11503,10486,1024,102,101,2059
2059,2862,2000,2033,1024,102
102,101,2023,4076,1010,2065
2065,2017,2097,2025,2689,2115
2115,3800,102,101,2021,13595
13595,2023,3462,1010,2191,2005
2005,14387,27861,1010,102,101
101,1998,2045,2556,4426,1998
1998,2115,4189,4615,1010,102
102,101,2005,2061,1045,2156
2156,2016,2442,2022,1010,1005
1005,18921,6506,4570,1024,102
102,101,2016,4618,2022,10427
10427,2098,2004,2009,4150,102
102,101,1996,4256,1997,2115
2115,2793,1012,2777,10606,5705
5705,1045,2156,102,101,6506
6506,4570,3098,2010,2489,2608
2608,1998,19750,102,101,2010
2010,6160,2015,5743,1025,5176
5176,14992,1996,2365,17213,1010
1010,102,101,2004,1005,1056
1056,13777,2063,1045,1005,1996
1996,2269,1005,1055,2711,1025
1025,8537,1996,2398,102,101
101,1997,2115,4840,4615,1025
1025,1051,1005,9413,1998,1051
1051,1005,9413,20487,2032,102
102,101,1005,1056,9148,18413
18413,2010,4895,18824,2791,1998
1998,2010,16056,1025,1996,2028
2028,102,101,2002,9610,6155
6155,2000,3109,1998,20723,1996
1996,2060,4982,102,101,5514
5514,2084,2245,2030,2051,1012
1012,102,101,102,101,13109
13109,10050,12638,1024,102,101
101,11007,11503,10486,1010,102
102,101,2054,6120,2005,2026
2026,28877,4618,1045,102,101
101,2907,2039,2077,2032,1029
1029,102,101,102,101,11503
11503,10486,1024,102,101,2741
2741,2011,1996,2332,2115,2269
2269,102,101,2000,17021,2032
2032,1998,2000,2507,2032,7216
7216,2015,1012,2909,1010,102
102,101,1996,5450,1997,2115
2115,7682,2875,2032,1010,2007
2007,102,101,2054,2017,2004
2004,2013,2115,2269,4618,8116
8116,1010,102,101,2477,2124
2124,6655,9148,18413,2149,2093
2093,1010,1045,1005,2222,4339
4339,2017,2091,1024,102,101
101,1996,2029,4618,2391,2017
2017,5743,2012,2296,3564,102
102,101,2054,2017,2442,2360
2360,1025,2008,2002,4618,2025
2025,23084,102,101,2021,2008
2008,2017,2031,2115,2269,1005
1005,1055,8945,25426,2045,102
102,101,1998,3713,2010,2200
2200,2540,1012,102,101,102
102,101,13109,10050,12638,1024
1024,102,101,1045,2572,5391
5391,2000,2017,1024,102,101
101,2045,2003,2070,20066,1999
1999,2023,1012,102,101,102
102,101,11503,10486,1024,102
102,101,1037,3426,2062,10015
10015,102,101,2084,1037,3748
3748,12276,1997,25035,102,101
101,2000,4895,15069,1005,1040
1040,5380,1010,6151,16416,2213
2213,1005,1040,13312,1010,2087
2087,3056,102,101,2000,28616
28616,28077,2438,1025,2053,3246
3246,2000,2393,2017,1010,102
102,101,2021,2004,2017,6073
6073,2125,2028,2000,2202,2178
2178,1025,102,101,2498,2061
2061,3056,2004,2115,24674,1010
1010,2040,102,101,2079,2037
2037,2190,2436,1010,2065,2027
2027,2064,2021,2994,2017,102
102,101,2073,2017,1005,2222
2222,2022,8840,8988,2000,2022
2022,1024,4661,2017,2113,102
102,101,14165,1005,1055,1996
1996,2200,5416,1997,2293,1010
1010,102,101,3005,4840,28838
28838,1998,3005,2540,2362,102
102,101,21358,29301,3258,11477
11477,2015,1012,102,101,102
102,101,2566,23194,2050,1024
1024,102,101,2028,1997,2122
2122,2003,2995,1024,102,101
101,1045,2228,21358,29301,3258
3258,2089,4942,20041,1996,5048
5048,1010,102,101,2021,2025
2025,2202,1999,1996,2568,1012
1012,102,101,102,101,11503
11503,10486,1024,102,101,6300
6300,2050,1010,2360,2017,2061
2061,1029,102,101,2045,4618
4618,2025,2012,2115,2269,1005
1005,1055,2160,2122,102,101
101,2698,2086,102,101,2022
2022,2141,2178,2107,1012,102
102,101,102,101,13109,10050
10050,12638,1024,102,101,2026
2026,2204,11503,10486,1010,102
102,101,2016,2003,2004,2830
2830,1997,2014,8119,2004,102
102,101,2016,2003,1045,1005
1005,1996,4373,2256,4182,1012
1012,102,101,102,101,11503
11503,10486,1024,102,101,1045
1045,3685,2360,1005,22320,12063
12063,102,101,2016,14087,8128
8128,1010,2005,2016,3849,1037
1037,10414,102,101,2000,2087
2087,2008,6570,1012,102,101
101,102,101,2566,23194,2050
2050,1024,102,101,2115,14933
14933,1010,2909,1025,2005,2023
2023,102,101,1045,1005,2222
2222,16688,2017,4283,1012,102
102,101,102,101,13109,10050
10050,12638,1024,102,101,2026
2026,3653,6916,4355,2566,23194
23194,2050,999,102,101,2021
2021,1051,1010,1996,28408,2057
2057,3233,2588,999,11503,10486
10486,1010,102,101,7969,2099
2099,1997,2026,2269,1010,2085
2085,1997,2033,1010,102,101
101,1996,4200,1997,2256,2160
2160,1010,2129,4618,2057,2079
2079,1029,102,101,2057,2024
2024,2025,6519,24014,1005,1040
1040,2066,16799,1005,1055,2365
2365,1010,102,101,4496,4618
4618,3711,1999,14387,27861,1012
1012,102,101,102,101,11503
11503,10486,1024,102,101,2026
2026,2935,1010,102,101,3571
3571,3904,1997,2023,1024,1045
1045,2228,2017,2113,2026,18023
18023,102,101,2079,2035,4682
4682,2045,1024,2009,4618,2022
2022,2061,2026,2729,102,101
101,2000,2031,2017,2548,2135
2135,2805,2004,2065,102,101
101,1996,3496,2017,2377,2020
2020,3067,1012,2005,6013,1010
1010,2909,1010,102,101,2008
2008,2017,2089,2113,2017,4618
4618,2025,2215,1010,2028,2773
2773,1012,102,101,102,101
101,8285,2135,7874,1024,102
102,101,5292,1010,5292,999
999,2054,1037,7966,16718,2003
2003,999,1998,3404,1010,2010
2010,102,101,10741,2567,1010
1010,1037,2200,3722,10170,999
999,1045,2031,2853,102,101
101,2035,2026,8398,7301,1025
1025,2025,1037,4675,21156,2962
2962,1010,2025,1037,102,101
101,10557,1010,3221,1010,13433
13433,2386,4063,1010,22953,11663
11663,1010,2795,1011,2338,1010
1010,11571,1010,102,101,5442
5442,1010,6823,1010,15913,1010
1010,10818,1011,5495,1010,19688
19688,1010,7109,1011,3614,1010
1010,102,101,2000,2562,2026
2026,5308,2013,3435,2075,1024
1024,2027,16215,17583,2040,102
102,101,2323,4965,2034,1010
1010,2004,2065,2026,13012,8950
8950,8454,2018,2042,102,101
101,2534,15096,1998,2716,1037
1037,12122,3258,2000,1996,17634
17634,1024,102,101,2011,2029
2029,2965,1045,2387,3005,8722
8722,2001,2190,1999,102,101
101,3861,1025,1998,2054,1045
1045,2387,1010,2000,2026,2204
2204,2224,1045,102,101,4622
4622,1012,2026,15912,1010,2040
2040,4122,2021,2242,2000,102
102,101,2022,1037,9608,2158
2158,1010,3473,2061,1999,2293
2293,2007,1996,102,101,19181
19181,8376,1005,2299,1010,2008
2008,2002,2052,2025,16130,2010
2010,9004,3775,3406,2229,102
102,101,6229,2002,2018,2119
2119,8694,1998,2616,1025,2029
2029,2061,3881,1996,102,101
101,2717,1997,1996,14906,2000
2000,2033,2008,2035,2037,2060
2060,9456,102,101,5881,1999
1999,5551,1024,2017,2453,2031
2031,18521,1037,20228,8684,3388
3388,1010,2009,102,101,2001
2001,3168,3238,1025,1005,1056
1056,17311,2498,2000,21500,2094
2094,1037,19429,11198,1997,1037
1037,102,101,8722,1025,1045
1045,2071,2031,6406,6309,2125
2125,2008,5112,1999,102,101
101,8859,1024,2053,4994,1010
1010,2053,3110,1010,2021,2026
2026,2909,1005,1055,2299,1010
1010,102,101,1998,24588,1996
1996,2498,1997,2009,1012,2061
2061,2008,1999,2023,102,101
101,2051,1997,2292,8167,6292
6292,1045,3856,1998,3013,2087
2087,1997,2037,102,101,2782
2782,8722,2015,1025,1998,2018
2018,2025,1996,2214,2158,2272
2272,1999,102,101,2007,1037
1037,2040,2080,1011,20934,2497
2497,2114,2010,2684,1998,1996
1996,2332,1005,1055,102,101
101,2365,1998,6015,2026,16480
16480,8953,2015,2013,1996,15775
15775,4246,1010,1045,2018,2025
2025,102,101,2187,1037,8722
8722,4142,1999,1996,2878,2390
2390,1012,102,101,102,101
101,11503,10486,1024,102,101
101,29349,1010,2021,2026,4144
4144,1010,2011,2023,2965,2108
2108,2045,102,101,2061,2574
2574,2004,2017,7180,1010,4618
4618,3154,2008,4797,1012,102
102,101,102,101,13109,10050
10050,12638,1024,102,101,1998
1998,2216,2008,2017,1005,2222
2222,4013,23887,2013,2332,6506
6506,4570,1011,1011,102,101
101,102,101,11503,10486,1024
1024,102,101,4618,13225,2115
2115,2269,1012,102,101,102
102,101,2566,23194,2050,1024
1024,102,101,3407,2022,2017
2017,999,102,101,2035,2008
2008,2017,3713,3065,4189,1012
1012,102,101,102,101,11503
11503,10486,1024,102,101,2040
2040,2031,2057,2182,1029,102
102,101,2057,1005,2222,2191
2191,2019,6602,1997,2023,1010
1010,18168,4183,102,101,2498
2498,2089,2507,2149,4681,1012
1012,102,101,102,101,8285
8285,2135,7874,1024,102,101
101,2065,2027,2031,20443,2033
2033,2085,1010,2339,1010,5689
5689,1012,102,101,102,101
101,11503,10486,1024,102,101
101,2129,2085,1010,2204,3507
3507,999,2339,10854,2102,15223
15223,2061,1029,3571,102,101
101,2025,1010,2158,1025,2182
2182,1005,1055,2053,7386,3832
3832,2000,14992,1012,102,101
101,102,101,8285,2135,7874
7874,1024,102,101,1045,2572
2572,1037,3532,3507,1010,2909
2909,1012,102,101,102,101
101,11503,10486,1024,102,101
101,2339,1010,2022,2061,2145
2145,1025,2182,1005,1055,6343
6343,2097,8954,2008,2013,102
102,101,14992,1024,2664,2005
2005,1996,2648,1997,15177,5635
5635,2057,2442,102,101,2191
2191,2019,3863,1025,3568,5860
5860,11022,14992,6880,1010,102
102,101,1011,1011,15223,2442
2442,2228,2045,1005,1055,1037
1037,13185,1999,1005,1056,1010
1010,1011,1011,1998,102,101
101,2689,21902,2007,2023,10170
10170,1024,2295,1996,102,101
101,10647,5172,2006,2010,2217
2217,2022,1996,5409,1010,2664
2664,2907,14992,1010,102,101
101,2045,1005,1055,2070,9573
9573,1012,102,101,102,101
101,8285,2135,7874,1024,102
102,101,1045,2572,1037,3532
3532,3507,1010,2909,1012,102
102,101,1045,2113,6300,2092
2092,2438,1012,102,101,102
102,101,11503,10486,1024,102
102,101,29349,1010,26927,10760
10760,2063,1010,18365,1024,1996
1996,10170,2003,2431,102,101
101,13109,4710,2098,2525,1012
1012,102,101,102,101,8285
8285,2135,7874,1024,102,101
101,2024,2017,1999,17300,1010
1010,2909,1029,102,101,1045
1045,5437,1996,7577,2006,1005
1005,1056,1012,102,101,102
102,101,13109,10050,12638,1024
1024,102,101,18365,1010,1045
1045,26927,10760,2063,1012,102
102,101,102,101,8285,2135
2135,7874,1024,102,101,5262
5262,1010,1045,2031,2018,17300
17300,1024,2021,1045,3685,2007
2007,102,101,13454,2202,2009
2009,1012,102,101,102,101
101,11503,10486,1024,102,101
101,4895,24204,2571,1010,4895
4895,24204,2571,1012,102,101
101,19590,10414,1010,1011,1011
1011,2292,2026,14951,102,101
101,2272,2188,2000,6300,999
999,1011,1011,2017,2442,11036
11036,4426,102,101,2046,2070
2070,19813,1024,2202,2115,12074
12074,1005,1055,6045,102,101
101,1998,20228,12722,2009,1051
1051,1005,9413,2115,11347,1010
1010,14163,18142,2115,2227,1010
1010,102,101,4487,11512,9286
9286,2017,1010,1998,1010,2004
2004,2017,2064,1010,18959,2078
2078,102,101,1996,3606,1997
1997,2115,2219,16064,1025,2008
2008,2017,2089,1011,1011,102
102,101,2005,1045,2079,3571
3571,2159,2058,1011,1011,2000
2000,2911,6277,102,101,2131
2131,6151,2229,26775,6340,1012
1012,102,101,102,101,2566
2566,23194,2050,1024,102,101
101,1045,2156,1996,2377,2061
2061,3658,102,101,2008,1045
1045,2442,4562,1037,2112,1012
1012,102,101,102,101,11503
11503,10486,1024,102,101,2053
2053,19519,1012,102,101,2031
2031,2017,2589,2045,1029,102
102,101,102,101,13109,10050
10050,12638,1024,102,101,2323
2323,1045,2085,3113,2026,2269
2269,1010,102,101,2002,2052
2052,2025,2655,2033,2365,1012
1012,102,101,102,101,11503
11503,10486,1024,102,101,29349
29349,1010,2017,4618,2031,2053
2053,6045,1012,102,101,2272
2272,1010,3203,1010,2272,1012
1012,13407,1010,2026,2767,1012
1012,102,101,102,101,8285
8285,2135,7874,1024,102,101
101,27133,13765,1010,2909,1012
1012,102,101,102,101,13109
13109,10050,12638,1024,102,101
101,1051,2566,23194,2050,1010
1010,2054,2031,2057,24421,9471
9471,999,102,101,11839,2017
2017,1010,1037,2773,1012,102
102,101,102,101,11503,10486
10486,1024,102,101,102,101
101,13109,10050,12638,1024,102
102,101,7280,3177,2149,999
999,102,101,2947,2057,2275
2275,2006,1010,11503,10486,1010
1010,2000,1996,2712,1011,2217
2217,1012,102,101,102,101
101,11503,10486,1024,102,101
101,1996,9170,2121,3177,1996
1996,2488,1012,102,101,102
102,101,8285,2135,7874,1024
1024,102,101,1045,3305,1996
1996,2449,1010,1045,2963,2009
2009,1024,2000,2031,2019,102
102,101,2330,4540,1010,1037
1037,4248,3239,1010,1998,1037
1037,9152,19661,2192,1010,2003
2003,102,101,4072,2005,1037
1037,3013,1011,8722,1025,1037
1037,2204,4451,2003,2128,24871
24871,102,101,2036,1010,2000
2000,5437,2041,2147,2005,1996
1996,2060,9456,1012,1045,2156
2156,102,101,2023,2003,1996
1996,2051,2008,1996,4895,29427
29427,2158,11089,2232,25220,1012
1012,102,101,2054,2019,3863
3863,2018,2023,2042,2302,9573
9573,999,2054,102,101,1037
1037,9573,2003,2182,2007,2023
2023,3863,999,2469,1996,5932
5932,2079,102,101,2023,2095
2095,9530,3490,3726,2012,2149
2149,1010,1998,2057,2089,2079
2079,2151,2518,102,101,4654
4654,18532,26691,1012,1996,3159
3159,2370,2003,2055,1037,3538
3538,1997,102,101,1999,18515
18515,18518,1010,11065,2185,2013
2013,2010,2269,2007,2010,102
102,101,18856,8649,2012,2010
2010,8265,1024,2065,1045,2245
2245,2009,2020,1037,3538,1997
1997,102,101,16718,2000,9353
9353,16211,18447,1996,2332,2007
2007,2389,1010,1045,2052,2025
2025,102,101,2079,1005,1056
1056,1024,1045,2907,2009,1996
1996,2062,14161,22208,2100,2000
2000,19819,2009,1025,102,101
101,1998,2045,2378,2572,1045
1045,5377,2000,2026,9518,1012
1012,102,101,4998,1010,4998
4998,1025,2182,2003,2062,3043
3043,2005,1037,2980,4167,1024
1024,102,101,2296,4644,1005
1005,1055,2203,1010,2296,4497
4497,1010,2277,1010,5219,1010
1010,102,101,5689,1010,16189
16189,1037,6176,2158,2147,1012
1012,102,101,102,101,15912
15912,1024,102,101,2156,1010
1010,2156,1025,2054,1037,2158
2158,2017,2024,2085,999,102
102,101,2045,2003,2053,2060
2060,2126,2021,2000,2425,1996
1996,2332,102,101,2016,1005
1005,1055,1037,2689,2989,1998
1998,3904,1997,2115,5771,1998
1998,2668,1012,102,101,102
102,101,11133,1024,102,101
101,29349,1010,2021,2963,2033
2033,1012,102,101,102,101
101,15912,1024,102,101,29349
29349,1010,2021,2963,2033,1012
1012,102,101,102,101,11133
11133,1024,102,101,2175,2000
2000,1010,2059,1012,102,101
101,102,101,15912,1024,102
102,101,2016,2108,3904,1997
1997,2115,5771,1998,2668,1010
1010,2115,5771,102,101,1998
1998,2668,2038,2025,15807,1996
1996,2332,1025,1998,2061,2115
2115,102,101,5771,1998,2668
2668,2003,2025,2000,2022,14248
14248,2011,2032,1012,2265,102
102,101,2216,2477,2017,2179
2179,2055,2014,1010,2216,3595
3595,102,101,2477,1010,2035
2035,2021,2054,2016,2038,2007
2007,2014,1024,2023,2108,102
102,101,2589,1010,2292,1996
1996,2375,2175,13300,1024,1045
1045,10943,2017,1012,102,101
101,102,101,11133,1024,102
102,101,1045,2097,2425,1996
1996,2332,2035,1010,2296,2773
2773,1010,6300,2050,1010,1998
1998,2010,102,101,2365,1005
1005,1055,26418,2015,2205,1025
1025,2040,1010,1045,2089,2360
2360,1010,2003,2053,7481,2158
2158,1010,102,101,4445,2000
2000,2010,2269,4496,2000,2033
2033,1010,2000,2175,2055,2000
2000,2191,102,101,2033,1996
1996,2332,1005,1055,2567,1011
1011,1999,1011,2375,1012,102
102,101,102,101,15912,1024
1024,102,101,5262,1010,2567
2567,1011,1999,1011,2375,2001
2001,1996,2521,20515,2125,2017
2017,102,101,2071,2031,2042
2042,2000,2032,1998,2059,2115
2115,2668,2018,2042,102,101
101,1996,6203,2121,2011,1045
1045,2113,2129,2172,2019,19471
19471,1012,102,101,102,101
101,8285,2135,7874,1024,102
102,101,102,101,11133,1024
1024,102,101,2092,1010,2292
2292,2149,2000,1996,2332,1024
1024,2045,2003,2008,1999,2023
2023,102,101,2521,9247,2097
2097,2191,2032,11969,2010,10154
10154,1012,102,101,102,101
101,8285,2135,7874,1024,102
102,101,102,101,15912,1024
1024,102,101,11839,2540,6588
6588,2002,2022,2012,4186,1012
1012,102,101,102,101,8285
8285,2135,7874,1024,102,101
101,102,101,11133,1024,102
102,101,2000,1996,4186,1010
1010,2019,2009,2066,2115,7425
7425,1012,102,101,102,101
101,8285,2135,7874,1024,102
102,101,2115,3821,2045,1010
1010,2054,1010,2007,3183,1010
1010,1996,4650,102,101,1997
1997,2008,2521,9247,1010,1996
1996,2173,1997,2115,13160,1010
1010,2115,102,101,3415,1010
1010,2115,5535,1010,1997,2054
2054,2383,1010,8119,1010,1998
1998,2151,102,101,2518,2008
2008,2003,11414,2000,2022,2124
2124,1010,7523,1012,102,101
101,102,101,15912,1024,102
102,101,2057,2024,2021,5810
5810,13572,1010,2909,1012,102
102,101,102,101,8285,2135
2135,7874,1024,102,101,1037
1037,4682,1025,2017,2024,5931
5931,1998,15892,1012,2292,2033
2033,2031,2053,102,101,4688
4688,1024,2009,4150,3904,2021
2021,14279,3549,1010,1998,2027
2027,102,101,2411,2507,2149
2149,3548,1996,4682,1024,2021
2021,2057,3477,2068,2005,102
102,101,2009,2007,20834,9226
9226,1010,2025,21690,3886,1025
1025,3568,102,101,2027,2079
2079,2025,2507,2149,1996,4682
4682,1012,102,101,102,101
101,15912,1024,102,101,2115
2115,7425,2018,2066,2000,2031
2031,2445,2149,2028,1010,2065
2065,2017,102,101,2018,2025
2025,2579,4426,2007,1996,5450
5450,1012,102,101,102,101
101,11133,1024,102,101,2024
2024,2017,1037,2457,3771,1010
1010,2019,1005,1056,2066,2017
2017,1010,2909,1029,102,101
101,102,101,8285,2135,7874
7874,1024,102,101,3251,2009
2009,2066,2033,2030,2053,1010
1010,1045,2572,1037,2457,3771
3771,1012,5927,2102,102,101
101,15223,2025,1996,2250,1997
1997,1996,2457,1999,2122,4372
4372,21508,2015,1029,102,101
101,6045,2232,2025,2026,11721
11721,4183,1999,2009,1996,5468
5468,1997,1996,2457,1029,102
102,101,8267,2025,15177,4451
4451,2457,1011,19255,2013,2033
2033,1029,8339,1045,102,101
101,2025,2006,15177,2918,2791
2791,2457,1011,17152,1029,2228
2228,4355,15223,1010,102,101
101,2005,2008,1045,16021,2378
